"CREATED_MONTH","CREATED_YEAR","RESOLVED_MONTH","RESOLVED_YEAR","DATA_FEED","NUM_IGNORED"
7,2020,7,2020,"PI_ST",17
7,2020,7,2020,"PH",2
7,2020,7,2020,"PR",1
7,2020,8,2020,"PI_GA",3
7,2020,10,2020,"PI_GA",3
7,2020,8,2020,"KR",1
8,2020,8,2020,"VUT",7
8,2020,8,2020,"AB",1
8,2020,8,2020,"PI_AM",8
8,2020,8,2020,"PI_SK",40
8,2020,10,2020,"BV",4
8,2020,9,2020,"MHL",4
8,2020,9,2020,"KP",13
8,2020,8,2020,"PI_GA",33
8,2020,12,2020,"BLACKSEA",7
8,2020,9,2020,"TGO",1
8,2020,9,2020,"NK",7
8,2020,10,2020,"PH",15
8,2020,8,2020,"GEO",1
8,2020,8,2020,"IB",1
8,2020,9,2020,"VN",4
8,2020,10,2020,"AMSA",1
8,2020,8,2020,"VDM",2
8,2020,12,2020,"RINA",4
8,2020,10,2020,"RINA",8
9,2020,9,2020,"CS",71
9,2020,9,2020,"PI_ST",27
9,2020,9,2020,"PH",13
9,2020,10,2020,"AMSA",1
9,2020,11,2020,"LBR",2
9,2020,12,2020,"IR",1
9,2020,12,2020,"BLACKSEA",5
9,2020,11,2020,"CUW",1
9,2020,9,2020,"LUX",1
9,2020,9,2020,"KNA",1
9,2020,9,2020,"IB",3
9,2020,11,2020,"KR",1
9,2020,9,2020,"KP",1
9,2020,10,2020,"DB",14
9,2020,9,2020,"PI_LS",2
10,2020,10,2020,"RINA",19
10,2020,10,2020,"NK",21
10,2020,10,2020,"MLT",4
10,2020,12,2020,"TUR",7
